accession,symbol,mito_pathways,description,coverage_percent,abundance_raw_wt_spf_1,abundance_raw_wt_spf_2,abundance_raw_aso_spf_1,abundance_raw_aso_spf_2,abundance_raw_aso_spf_3,abundance_raw_wt_spf_3,abundance_raw_aso_spf_4,abundance_raw_wt_spf_4,abundance_raw_wt_gf_1,abundance_raw_wt_gf_2,abundance_raw_wt_gf_3,abundance_raw_wt_gf_4,abundance_raw_aso_gf_1,abundance_raw_aso_gf_2,abundance_raw_aso_gf_3,abundance_raw_aso_gf_4,abundance_norm_wt_spf_1,abundance_norm_wt_spf_2,abundance_norm_aso_spf_1,abundance_norm_aso_spf_2,abundance_norm_aso_spf_3,abundance_norm_wt_spf_3,abundance_norm_aso_spf_4,abundance_norm_wt_spf_4,abundance_norm_wt_gf_1,abundance_norm_wt_gf_2,abundance_norm_wt_gf_3,abundance_norm_wt_gf_4,abundance_norm_aso_gf_1,abundance_norm_aso_gf_2,abundance_norm_aso_gf_3,abundance_norm_aso_gf_4,abundance_scaled_wt_spf_1,abundance_scaled_wt_spf_2,abundance_scaled_aso_spf_1,abundance_scaled_aso_spf_2,abundance_scaled_aso_spf_3,abundance_scaled_wt_spf_3,abundance_scaled_aso_spf_4,abundance_scaled_wt_spf_4,abundance_scaled_wt_gf_1,abundance_scaled_wt_gf_2,abundance_scaled_wt_gf_3,abundance_scaled_wt_gf_4,abundance_scaled_aso_gf_1,abundance_scaled_aso_gf_2,abundance_scaled_aso_gf_3,abundance_scaled_aso_gf_4,exp_q-value_combined,sum_pep_score,num_peptides,num_psms,num_unique_peptides,num_aas,mw_kda,calc_pi,biological_process,cellular_component,molecular_function,entrez_gene_id,ensembl_gene_id,gene_symbol,reactome_pathways,wikipathways
P46414,,,Cyclin-dependent kinase inhibitor 1B OS=Mus musculus OX=10090 GN=Cdkn1b PE=1 SV=2,7,188042.8594,741747.625,,342785.9688,395766.8125,300503.4375,405700.9688,434720.2188,317422.875,515612.9375,966566.5625,399479.7188,440937.8438,427684.6875,837829.0313,521959.4063,365098.4309,531690.5826,,501276.0328,529685.8486,397735.4788,410121.4578,495111.8444,363906.9299,476299.4509,634228.1719,387719.8987,449871.8256,418128.1342,559867.3207,570701.4281,,,,,,,,,,,,,,,,,0,10.45,1,5,1,197,22.2,7.02,cell cycle OR cell proliferation;stress response;transport;developmental processes;signal transduction;other biological processes,cytosol;nucleus;other cytoplasmic organelle;other cell component,enzyme regulator activity;other molecular function,12576,ENSMUSG00000003031,Cdkn1b,SCF(Skp2)-mediated degradation of p27/p21; Cyclin D associated events in G1; Senescence-Associated Secretory Phenotype (SASP); DNA Damage/Telomere Stress Induced Senescence; FLT3 Signaling; AKT phosphorylates targets in the cytosol; PTK6 Regulates Cell Cycle; Estrogen-dependent nuclear events downstream of ESR-membrane signaling; TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest; p53-Dependent G1 DNA Damage Response,ErbB signaling pathway; Oxidative Damage; IL-5 Signaling Pathway; Primary Focal Segmental Glomerulosclerosis FSGS; Ovarian Infertility Genes; Focal Adhesion-PI3K-Akt-mTOR-signaling pathway; miR-222 in Exercise-Induced Cardiac Growth; Dysregulated miRNA Targeting in Insulin/PI3K-AKT Signaling; G1 to S cell cycle control
Q3TWI9,,,CSC1-like protein 2 OS=Mus musculus OX=10090 GN=Tmem63b PE=1 SV=1,3,421130.5625,886156,915582.9219,718604.5625,683759.375,409756.2188,1073565.469,717245.9375,1175148.125,1083157.906,1171717.188,1073586.031,814786.75,1212513,1134795.188,794778.875,616108.5752,1046605.539,1071043.17,807341.3933,828788.3945,951905.3812,882586.6781,829841.636,1139637.514,756254.6583,1007913.528,1008076.767,848576.3824,986376.5865,1193714.71,1124885.287,4.080282141,6.931320324,7.093162622,5.34675348,5.488789835,6.304152681,5.84507797,5.495765102,7.547440144,5.008423029,6.675076005,6.676157087,5.619839096,6.532444007,7.905575427,7.449741051,0,10.383,3,4,3,832,94.7,7.49,transport,plasma membrane;other membranes;cytoskeleton,transporter activity,224807,ENSMUSG00000036026,Tmem63b,,
Q9CPZ6,,,ORM1-like protein 3 OS=Mus musculus OX=10090 GN=Ormdl3 PE=2 SV=1,10,326856.25,183196.375,279212.75,230628.8906,199632.3594,310106.8438,178081.3125,233740.4844,302740.375,232266.2031,,297037.1875,,239842.1406,,,323870.9412,299079.4399,286637.8593,366108.7157,370582.1151,311731.5081,240043.1048,236903.0168,234932.3022,285781.2347,,206131.8702,,287951.2477,,,,,,,,,,,,,,,,,,,0,10.379,1,2,1,153,17.5,9.64,other metabolic processes;developmental processes;other biological processes,other membranes;ER/Golgi,,66612,ENSMUSG00000038150,Ormdl3,Neutrophil degranulation; Sphingolipid de novo biosynthesis,
Q9EPE9,,,Manganese-transporting ATPase 13A1 OS=Mus musculus OX=10090 GN=Atp13a1 PE=1 SV=2,2,513720.0313,1325775.75,944123.9688,614998.5,552988.25,773092.9375,629342.625,983111,2079369.75,1235692.5,1471046,2228866.125,1952491.875,2125387.063,1873026.5,1513334.063,953112.3516,1201479.832,993197.113,786243.1006,908777.8472,963556.4186,1240726.776,996210.5297,1538589.354,1202543.361,1357822.222,1492974.391,1392631.982,1625135.47,1539681.57,1395908.418,4.865650441,6.133569524,5.070283648,4.013780834,4.639322243,4.918967533,6.333925662,5.085667178,7.854517841,6.138998854,6.931699377,7.621652887,7.109403637,8.296336843,7.860093616,7.126129882,0,10.379,2,3,2,1200,132.3,8.03,transport;other biological processes,other membranes;ER/Golgi,other molecular function,170759,ENSMUSG00000031862,Atp13a1,Ion transport by P-type ATPases,
Q9CQ80,,,Vacuolar protein-sorting-associated protein 25 OS=Mus musculus OX=10090 GN=Vps25 PE=1 SV=1,14,1515254.531,174987.5313,104121.5625,1411842.359,151647.3281,124504.9531,255254.5625,103171.1406,745651.5781,856475.6875,879306.3594,856809.8906,580409.3672,758290.8281,859341.9688,705082.6719,1477897.344,469331.7783,361379.2932,1169544.937,458872.8813,435355.106,479902.8602,402211.5404,856934.3497,711991.7344,770897.08,782188.5898,607059.1726,627612.4468,973914.1106,805330.6729,12.97491084,4.120406602,3.172658862,10.26779115,4.028584761,3.82211505,4.21321335,3.531137594,7.523287609,6.250792251,6.767940218,6.867071822,5.329557337,5.510000791,8.550288552,7.070243216,0,10.361,2,4,2,176,20.7,6.34,protein metabolism;other metabolic processes;transport;other biological processes,other membranes;cytosol;nucleus;other cytoplasmic organelle;other cell component,other molecular function,28084,ENSMUSG00000078656,Vps25,Endosomal Sorting Complex Required For Transport (ESCRT),
Q62092,,,Neuronal vesicle trafficking-associated protein 1 OS=Mus musculus OX=10090 GN=Nsg1 PE=1 SV=3,6,566614.5625,494123.2813,569228.25,578611.8125,,520471.6563,422574.6563,567117.8125,606874.8125,447554.1563,582963.8125,683429.0625,,610948.3125,745311.75,,719628.3933,528696.0811,550026.4183,492866.376,,552748.8936,591278.0271,553309.6161,584278.8209,665109.8323,531099.6764,575157.9725,,485245.8878,596866.6285,,,,,,,,,,,,,,,,,,0,10.319,1,3,1,185,20.9,6.21,cell-cell signaling;cell organization and biogenesis;protein metabolism;other metabolic processes;transport;signal transduction;other biological processes,plasma membrane;other membranes;ER/Golgi;other cytoplasmic organelle;other cell component,signal transduction activity or receptor binding;other molecular function,18196,ENSMUSG00000029126,Nsg1,,Adipogenesis genes
F7AVU1,,,Cerebral cavernous malformations protein 2 homolog OS=Mus musculus OX=10090 GN=Ccm2 PE=1 SV=2,4,153824.9219,294304.6563,248321.8125,224145.7188,208415.75,230159.7188,168901.7344,221717.0781,269562.5938,271143.5938,323902.9688,277189.5,282855.6563,262528.1875,296083.4063,190128.2813,292289.6492,487747.1026,275789.7284,251644.4077,291164.0491,255931.6925,241459.6404,233590.8798,258897.1801,266454.2297,286515.5841,272170.4118,281363.2548,247361.9608,274011.2229,219082.9563,6.589817739,10.99650473,6.217818692,5.673450245,6.564440518,5.770109246,5.443829523,5.266424343,5.836967661,6.00734516,6.459638526,6.136219373,6.343476661,5.576900317,6.177721388,4.939335881,0,10.282,1,1,1,389,42.5,5,,,,216527,ENSMUSG00000000378,Ccm2,,
A2AEX6,,,Four and a half LIM domains protein 1 OS=Mus musculus OX=10090 GN=Fhl1 PE=1 SV=1,4,965865.125,711717.0625,756319.5625,850290.8125,588083.25,1014847.75,960639.75,1014839.813,2287167.25,1749463.125,2080187.25,2485929.25,1695990.625,2027190.75,1985150.5,1513336.5,1265886.969,1119713.844,953396.5523,1068260.187,912599.7317,1018934.386,1570969.439,1241350.571,1708770.867,1497047.206,1627321.625,1633130.511,1557390.563,1239718.104,1552083.29,1395097.401,5.925973462,5.24169589,4.463117803,5.000826831,4.272136394,4.769918862,7.354150436,5.81111167,7.999237736,7.008099639,7.617950892,7.645143921,7.290583891,5.803469634,7.265739053,6.530843886,0,10.24,1,15,1,309,35.1,8.44,developmental processes,,other molecular function,,ENSMUSG00000023092,Fhl1,,
Q91V36,,,Nuclear receptor-binding protein 2 OS=Mus musculus OX=10090 GN=Nrbp2 PE=1 SV=2,4,144828.3594,,,,,,,,325386.5625,304852.0938,308321.9375,260946.3281,187603.8906,291518.3438,207716.25,,223550.9859,,,,,,,,331564.2992,281900.4332,314041.7726,265186.9153,254141.892,333532.9236,302257.5398,,,,,,,,,,,,,,,,,,0,10.225,2,3,2,499,57.3,6.35,protein metabolism;other metabolic processes;transport;developmental processes;signal transduction;other biological processes,other cell component,kinase activity;other molecular function,,ENSMUSG00000075590,Nrbp2,,
Q9CQR6,,,Serine/threonine-protein phosphatase 6 catalytic subunit OS=Mus musculus OX=10090 GN=Ppp6c PE=1 SV=1,8,1817149.906,421399.4375,410120.9688,1587927.328,270085.0781,530009.2031,2288676.906,449049.1719,3904653.688,2815717.375,3651860.5,3267437.688,1416333.813,4633928.313,3627433.625,1150270.375,1828721.834,1250815.162,1211114.729,1668398.388,911589.8358,1050398.21,1703509.375,839328.9071,2526636.194,1781931.648,2570773.573,1941627.927,1202346.806,2392913.369,2468943.196,1510042.379,6.808576649,4.656952604,4.509142564,6.211670957,3.393971217,3.91077341,6.34239387,3.124934089,9.40700541,6.634370511,9.571334792,7.228941175,4.476498411,8.909137401,9.192206643,5.622090298,0,10.214,3,16,3,305,35.1,5.69,cell cycle OR cell proliferation;protein metabolism;other metabolic processes;stress response,cytosol;mitochondrion,other molecular function,67857,ENSMUSG00000026753,Ppp6c,COPII-mediated vesicle transport; Telomere Extension By Telomerase,
Q6TEK5,,,Vitamin K epoxide reductase complex subunit 1-like protein 1 OS=Mus musculus OX=10090 GN=Vkorc1l1 PE=1 SV=1,6,293306.6875,420148.4375,420813.125,436333.5313,225572.8594,366600,392447.1563,417070.625,518446.375,382532.5938,546064.75,469533.6563,439819.9688,528905.25,462830.625,336199.1563,682977.1338,512101.6639,487759.5685,404658.6199,680066.5154,396150.1133,599940.9537,359241.3389,449397.2329,422189.4844,484768.5888,429369.0426,458121.0221,352047.0699,457602.3531,416045.3251,8.995494086,6.744892708,6.424282889,5.329760021,8.957158323,5.217694452,7.901824284,4.731568862,5.91901244,5.560659095,6.384888685,5.655221079,6.033913497,4.636813122,6.027082105,5.479734353,0,10.204,1,16,1,176,19.8,8.95,protein metabolism;other metabolic processes;stress response,other membranes;ER/Golgi,other molecular function,69568,ENSMUSG00000066735,Vkorc1l1,Metabolism of vitamin K,
Q8VC42,,,Regulator of MON1-CCZ1 complex OS=Mus musculus OX=10090 GN=Rmc1 PE=2 SV=1,2,218046.625,276044.5313,,,236516.2344,220686.4063,,259000.0313,213578.2656,,,207374.0938,,,217369.125,129415.7734,407455.9579,342786.8007,,,445143.282,247659.9812,,231280.8906,242544.6658,,,204658.1858,,,243602.0785,273522.767,,,,,,,,,,,,,,,,,0,10.202,1,1,1,657,74.9,7.83,other metabolic processes;other biological processes,other membranes;other cytoplasmic organelle,,76482,ENSMUSG00000024410,Rmc1,,
Q7TQH0,,,Ataxin-2-like protein OS=Mus musculus OX=10090 GN=Atxn2l PE=1 SV=1,3,1038938.109,1242794.313,885900.0469,1130252.141,763763.7813,1274197.297,1105760.344,1587332,733057.0156,932445.9375,1031338.844,1013456.844,1276608.563,1275887.063,940590.3125,966482.0313,1216901.253,1568558.056,1403317.786,1109230.107,1187880.35,1128734.353,1121100.711,1442639.975,966698.5088,839197.1362,973183.8863,1046640.902,1160235.82,1038735.55,788450.5248,1044358.322,6.74711954,8.696883729,7.78070762,6.15013594,6.58621289,6.258277401,6.215952605,7.998729839,5.359868257,4.652935792,5.395826489,5.803109551,6.432937557,5.759278258,4.371570765,5.790453767,0,10.197,3,5,3,1049,110.6,8.85,cell organization and biogenesis;other biological processes,other membranes;cytosol;nucleus;other cell component,nucleic acid binding activity,233871,ENSMUSG00000032637,Atxn2l,,
A0A2I3BQG3,,,Microsomal signal peptidase 12 kDa subunit OS=Mus musculus OX=10090 GN=Spcs1 PE=1 SV=1,11,468574.875,547472,578587,639998.125,426795.9375,659370.5,601729.4375,616202.625,662499.6875,417390.5625,818297.0625,815494.625,548594.375,598739.8125,513084.2188,403187.3438,531359.4258,711421.0487,536833.766,573924.0109,506370.4289,647277.3212,725411.3247,540180.4869,586095.1437,582138.371,789908.577,687914.216,681441.6508,586833.7443,570583.8165,621927.6657,5.378338156,7.200894132,5.433748583,5.809170321,5.125403383,6.551641215,7.342501548,5.467623576,5.932364651,5.892314808,7.995332788,6.962961597,6.89744729,5.939840651,5.775361389,6.295055912,0,10.197,1,6,1,134,15.4,8.29,protein metabolism;other metabolic processes,other membranes;ER/Golgi,,,ENSMUSG00000021917,Spcs1,,
A0A3Q4EHW7,,,COMM domain-containing protein 10 OS=Mus musculus OX=10090 GN=Commd10 PE=1 SV=1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10.152,1,1,1,187,20.6,7.09,,,,69456,ENSMUSG00000042705,Commd10,,
A2ANL9,,,Teneurin-1 OS=Mus musculus OX=10090 GN=Tenm1 PE=1 SV=1,1,152917.5156,415893.0938,277241.0313,579549.25,235050.8438,694749.75,282658.8906,313846.3672,98241.52344,518513.0625,206249.0156,532631.125,70802.03906,113181.6016,,114280.2969,340824.3615,304992.3478,310505.0326,394951.2353,273405.3098,492333.7378,265550.138,339792.7478,210255.3559,428085.663,266843.8899,481461.6901,149994.6802,192144.0643,,241383.5421,,,,,,,,,,,,,,,,,0,10.137,2,3,2,2724,304.7,6.32,signal transduction,plasma membrane;other membranes,,23963,ENSMUSG00000016150,Tenm1,,
A0A1W2P7T3,,,Enhancer of rudimentary homolog OS=Mus musculus OX=10090 GN=Erh PE=1 SV=1,13,263056.2813,996528.25,189151.3125,163273.9844,293895.7813,,,341242.2188,119692.5703,,129236.4219,149335.7344,199551.1406,142298.5938,,,272829.2576,609148.7997,281651.4371,488653.9435,272443.3059,,,277851.2759,177655.8497,,175195.6511,191929.3425,218514.6469,234211.2639,,,,,,,,,,,,,,,,,,,0,10.133,1,1,1,89,10.1,5.87,,,,,ENSMUSG00000021131,Erh,,
Q8C863,,,E3 ubiquitin-protein ligase Itchy OS=Mus musculus OX=10090 GN=Itch PE=1 SV=2,3,174248.5938,143868.2031,279764.9688,370456.625,186141.0703,316092.1563,288454.75,144242.5469,196286.4531,155818.2188,217106.5469,223755.5,384515.0313,198699.4844,153690.5156,387997.6094,333378.0343,308765.154,315049.2659,306369.1294,385740.9247,283634.1406,305746.3377,210796.3898,259396.4825,218524.7672,228600.6005,210892.3028,301068.4698,210508.9701,220576.3152,297818.509,7.582174439,7.022392052,7.165314583,6.96789813,8.773088442,6.450825519,6.953733683,4.794242074,5.899576986,4.970012219,5.199171665,4.796423469,6.847342718,4.787705152,5.016671546,6.773427321,0,10.099,2,2,2,864,98.9,6.28,protein metabolism;other metabolic processes;stress response;other biological processes,plasma membrane;other membranes;cytosol;nucleus;other cytoplasmic organelle;other cell component,signal transduction activity or receptor binding;other molecular function,16396,ENSMUSG00000027598,Itch,Hedgehog 'on' state; Antigen processing: Ubiquitination & Proteasome degradation; Degradation of GLI1 by the proteasome; RUNX1 regulates transcription of genes involved in differentiation of HSCs; NOD1/2 Signaling Pathway; Downregulation of ERBB4 signaling; Activated NOTCH1 Transmits Signal to the Nucleus,Delta-Notch Signaling Pathway; EGFR1 Signaling Pathway
Q9D9E0,,,Solute carrier family 22 member 17 OS=Mus musculus OX=10090 GN=Slc22a17 PE=2 SV=2,4,453136.9375,1176801.531,1321614.375,600503.4375,919845.7969,1711245.75,1401584.656,1821198.313,1605918.438,980871.25,1310877.031,1621439.625,1130446.906,499845.75,1337349.938,954599.3125,701257.1484,1144974.342,1376063.238,824537.7176,1766513.041,1490882.661,1537162.432,1442014.934,1363082.262,1066810.336,1072536.155,1431733.335,1174518.22,802355.0439,1411436.341,1239883.017,3.533536335,5.769364986,6.933789496,4.154729818,8.901211248,7.512348451,7.745545721,7.266110837,6.868380181,5.375507536,5.404359134,7.2143033,5.918232441,4.042954439,7.1120296,6.247596478,0,10.084,2,21,2,401,43.2,8.73,transport;other biological processes,plasma membrane;other membranes;other cytoplasmic organelle,transporter activity;other molecular function,59049,ENSMUSG00000022199,Slc22a17,Iron uptake and transport,
Q8BTZ5,,,Ankyrin repeat domain-containing protein 46 OS=Mus musculus OX=10090 GN=Ankrd46 PE=1 SV=1,10,530734.2031,275770.5938,274615.5313,213775.2031,256781.5938,603347.2188,888098.375,600994.5938,587722.0625,,417555.125,474111.2188,223094.7031,,245262.875,184954.3281,456077.0299,430692.843,301607.5854,395134.0268,367316.151,429493.0114,505641.7246,462154.561,432718.8499,,374301.558,388536.8479,292552.0654,,279899.5291,298796.3727,,,,,,,,,,,,,,,,,0,10.052,2,4,2,228,25.2,5.73,,other membranes,,68839,ENSMUSG00000048307,Ankrd46,,
Q8C2Q3,,,RNA-binding protein 14 OS=Mus musculus OX=10090 GN=Rbm14 PE=1 SV=1,3,149332.7344,907305.5938,142516.8594,136547.7031,73827.76563,138562.6875,132353.25,83227.82031,202216.5781,,,,223518.4063,,,190084.8438,304757.0307,348652.2352,205766.1426,488651.4909,138982.3368,201476.4552,242972.2599,132186.8627,178567.2668,,,,201031.665,,,197272.863,,,,,,,,,,,,,,,,,0,10.027,2,2,2,669,69.4,9.67,cell organization and biogenesis;protein metabolism;other metabolic processes;stress response;signal transduction;other biological processes,nucleus;other cell component,nucleic acid binding activity;other molecular function,56275,ENSMUSG00000006456,Rbm14,RUNX2 regulates bone development,mRNA processing
P62307,,,Small nuclear ribonucleoprotein F OS=Mus musculus OX=10090 GN=Snrpf PE=1 SV=1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9.997,1,1,1,86,9.7,4.67,cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes,cytosol;nucleus;other cell component,nucleic acid binding activity,69878,ENSMUSG00000020018,Snrpf,snRNP Assembly; mRNA Splicing - Major Pathway; RNA Polymerase II Transcription Termination; mRNA Splicing - Minor Pathway; SLBP independent Processing of Histone Pre-mRNAs; SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs,mRNA processing
Q8C031,,,Leucine-rich repeat-containing protein 4C OS=Mus musculus OX=10090 GN=Lrrc4c PE=1 SV=2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9.99,2,5,1,640,71.9,7.15,cell adhesion;cell organization and biogenesis;other biological processes,plasma membrane;other membranes;other cell component,other molecular function,241568,ENSMUSG00000050587,Lrrc4c,,
P97352,,,Protein S100-A13 OS=Mus musculus OX=10090 GN=S100a13 PE=1 SV=1,11,1747707,1399425,,,,349918.4063,1704311.5,1674774.625,1538775.5,1310509.75,1383610.375,1664878.375,1257618.625,1602460.125,1276656.375,1071732.25,1819287.206,1692322.702,,,,771262.2064,1539565.212,1499466.074,1249879.853,1463197.922,1226923.655,1439059.561,1232120.723,1381103.043,1483959.78,1332112.769,,,,,,,,,,,,,,,,,0,9.987,1,6,1,98,11.2,6.13,other metabolic processes;other biological processes,non-structural extracellular;plasma membrane;other membranes;cytosol;nucleus;other cell component,signal transduction activity or receptor binding;other molecular function,20196,ENSMUSG00000042312,S100a13,,
Q9WUB4,,,Dynactin subunit 6 OS=Mus musculus OX=10090 GN=Dctn6 PE=1 SV=1,9,1588592.063,1310535.125,1351948.719,1282970.5,416924.9063,1643721.375,1624739.125,1486910.188,2973691.25,2896092,3394583,3658022.75,2952525.375,3447962.5,3281634.25,2950552.625,2218404.88,1796872.571,1984492.764,1692501.332,1164178.69,2079769.565,1910767.535,1496038.165,2612984.939,2577694.362,2624913.545,2857569.484,2305942.791,2493422.301,2398519.808,3081834.117,6.285161874,5.090880873,5.622444475,4.795177352,3.298339081,5.892381725,5.413566913,4.238559932,7.403082034,7.303097135,7.436878039,8.096036451,6.533173383,7.0643384,6.795461632,8.731420701,0,9.965,2,8,2,190,20.7,6.67,cell cycle OR cell proliferation;cell organization and biogenesis;other metabolic processes,cytoskeleton;mitochondrion;other cell component,other molecular function,22428,ENSMUSG00000031516,Dctn6,COPI-mediated anterograde transport; MHC class II antigen presentation; HSP90 chaperone cycle for steroid hormone receptors (SHR); COPI-independent Golgi-to-ER retrograde traffic,
Q9CQX5,,,Claudin domain-containing protein 1 OS=Mus musculus OX=10090 GN=Cldnd1 PE=1 SV=1,6,736947.75,350934.1563,435341.375,448483.9063,,993407.3125,791649.75,342704.1563,3311696.75,2760991.25,3150128,4670721,3507785.5,2668405,2851585.75,2244209.25,1523984.132,1004224.674,1291707.992,945716.9025,,1654764.458,1179054.907,811550.8879,2421122.212,2762073.258,2453747.537,2250557.601,2974465.882,2132475.795,2523240.774,2357564.385,,,,,,,,,,,,,,,,,0,9.963,1,2,1,253,28.6,6.1,,plasma membrane;other membranes,,224250,ENSMUSG00000022744,Cldnd1,,
O35474,,,EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Mus musculus OX=10090 GN=Edil3 PE=1 SV=2,6,2264839.813,299718.0859,481727.6563,497096.4688,452496.4688,1148141.922,571145.25,1134936.469,583274.4844,130345.4063,170543.625,455867.5781,329396.5625,557831.25,81093.82031,241281.8125,1037265.341,397547.5848,486307.7184,546326.7026,973502.0202,650961.1854,655509.1679,741109.4735,537013.2989,260207.3801,364803.1658,438243.4874,449590.9756,563319.5848,233141.5238,354685.9471,11.93694937,4.575015868,5.596476028,6.287180274,11.20315494,7.491323973,7.543662593,8.528759149,6.180000728,2.994491574,4.198189942,5.043348231,5.173936217,6.482735999,2.683015094,4.081760015,0,9.961,3,4,3,480,53.7,7.58,cell adhesion;developmental processes;other biological processes,non-structural extracellular,other molecular function,13612,ENSMUSG00000034488,Edil3,,
A0A0G2JGL8,,,RNA helicase OS=Mus musculus OX=10090 GN=Dhx30 PE=1 SV=1,3,515825.4063,1024233.625,741468.4375,781734.75,611871.8125,949941.5625,911309.875,1111165.375,795664.5625,733374.5625,830512.1875,755570.4375,713336.1875,666014.5625,696110.0625,520568.7188,924877.0996,842045.6222,1303305.366,731235.9379,952679.3813,882086.8378,643780.5237,1113868.568,618999.3134,554956.8942,723037.1819,474454.8364,727558.1625,724863.3229,683353.3551,700544.1604,7.339335339,6.682028558,10.34234185,5.80270153,7.559959537,6.99977446,5.108701632,8.839071645,4.912051058,4.403844302,5.737640539,3.765022562,5.77351665,5.752131829,5.422730686,5.559147821,0,9.949,2,2,2,1186,132.9,8.59,,,nucleic acid binding activity;other molecular function,72831,ENSMUSG00000032480,Dhx30,,
Q8R4H2,,,Rho guanine nucleotide exchange factor 12 OS=Mus musculus OX=10090 GN=Arhgef12 PE=1 SV=2,2,369289.7188,249757.375,315119.2188,190125.1094,168650.7031,298976.3125,314143.5938,,340679.1875,296524.0938,382598.5938,375588.3438,375294.875,523296.0625,363858.75,311337.5625,354520.7316,362350.6433,370089.5426,374742.3815,405545.3819,484280.9642,337999.7874,,312411.7317,404105.7092,308345.0017,339327.5769,342284.8427,376919.4071,310076.6169,385858.4577,,,,,,,,,,,,,,,,,0,9.938,2,4,2,1543,172.2,5.74,signal transduction;other biological processes,other membranes;other cell component,signal transduction activity or receptor binding;enzyme regulator activity,,ENSMUSG00000059495,Arhgef12,CDC42 GTPase cycle; RHOA GTPase cycle; NRAGE signals death through JNK; G alpha (12/13) signalling events; RHOB GTPase cycle; RHOC GTPase cycle; Sema4D induced cell migration and growth-cone collapse,
E0CXP0,,,Ly6/PLAUR domain-containing protein 1 OS=Mus musculus OX=10090 GN=Lypd1 PE=1 SV=1,13,,,696987.9375,745610,,867362.0625,,965893.9375,,,,,,,,,,,725512.2046,1696863.735,,833982.8602,,794142.1964,,,,,,,,,,,,,,,,,,,,,,,,,0,9.935,1,4,1,89,9.4,8.66,,,,72585,ENSMUSG00000026344,Lypd1,,
Q5Y5T1,,,Palmitoyltransferase ZDHHC20 OS=Mus musculus OX=10090 GN=Zdhhc20 PE=1 SV=1,7,650905.0625,598103.5,606152.4375,515660.1563,498454.7188,,,679820.875,,,,,,,,,778443.6043,701837.4554,735674.1649,568280.7429,640204.285,,,548595.8275,,,,,,,,,,,,,,,,,,,,,,,,,0,9.928,2,2,2,380,43.9,8.25,protein metabolism;other metabolic processes;transport,plasma membrane;other membranes;ER/Golgi;other cell component,other molecular function,75965,ENSMUSG00000021969,Zdhhc20,,
Q8BL97,,,Serine/arginine-rich splicing factor 7 OS=Mus musculus OX=10090 GN=Srsf7 PE=1 SV=1,5,,718392.4375,252702.2969,278909.4375,,,,259065.2344,,,,607845.9375,,,,,,419841.7731,285837.1616,340718.7329,,,,243453.8398,,,,358171.9633,,,,,,,,,,,,,,,,,,,,,0,9.912,1,1,1,267,30.8,11.9,RNA metabolism OR transcription;other metabolic processes;transport;other biological processes,nucleus;other cell component,nucleic acid binding activity;other molecular function,225027,ENSMUSG00000024097,Srsf7,mRNA Splicing - Major Pathway; Transport of Mature mRNA derived from an Intron-Containing Transcript; mRNA 3'-end processing; RNA Polymerase II Transcription Termination; mRNA Splicing - Minor Pathway,mRNA processing
Q5SS84,,,Dehydrogenase/reductase SDR family member 13 (Fragment) OS=Mus musculus OX=10090 GN=Dhrs13 PE=1 SV=1,11,600919.625,493792.4688,513755.25,514574.5938,474912.6563,606880.3125,463463.2813,613301.4375,520518.6563,465351.2813,375928.0625,501884.6875,559375.8125,583833.5,517095,428317.1563,485784.3071,493912.8396,551159.2078,533124.9066,818953.3724,649960.6395,508440.8662,552471.1522,599772.3177,488397.6634,418236.9941,491599.3506,519206.9953,521288.2916,487447.9959,537259.2445,5.611452017,5.705347332,6.36661869,6.15829863,9.459995901,7.507906057,5.873165276,6.381773384,6.928164482,5.641639744,4.831191107,5.67862347,5.997528324,6.021570053,5.630669826,6.206055708,0,9.886,1,2,1,116,12.5,9.67,,,,,ENSMUSG00000020834,Dhrs13,,
Q8BFU8,,,Vesicular glutamate transporter 3 OS=Mus musculus OX=10090 GN=Slc17a8 PE=2 SV=1,4,,,213155.8594,,247703.9688,,,246063.1094,219859.2031,235812.3438,199722.9688,283394.3125,218647.7969,166831.25,271459.3438,206419.5156,,,258648.218,,347659.6138,,,271942.8153,235905.425,241993.9369,224690.1095,267477.0518,234047.4082,176693.3999,239929.1106,293891.805,,,,,,,,,,,,,,,,,0,9.853,3,41,1,601,66.1,6.46,cell-cell signaling;transport;developmental processes;other biological processes,other membranes;ER/Golgi;other cytoplasmic organelle;other cell component,transporter activity,216227,ENSMUSG00000019935,Slc17a8,Organic anion transporters,
