"","Accession","log2_foldchange","foldchange","AveExpr","t","p_value","adj_p_value","q_value","B","description","exp_q.value_combined","sum_pep_score","coverage_percent","num_peptides","num_psms","num_unique_peptides","num_aas","mw_kda","calc_pi","biological_process","cellular_component","molecular_function","entrez_gene_id","ensembl_gene_id","gene_symbol","reactome_pathways","wikipathways"
"2711","Q8K3J1",0.0557957081894926,1.03943223668711,26.3923630373825,-0.42787333320502,0.673815350715208,0.999721833650411,0.999721833650411,-4.74753954962979,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial OS=Mus musculus OX=10090 GN=Ndufs8 PE=1 SV=1",0,79.15,37,9,96,9,212,24,6.21,"cell organization and biogenesis;other metabolic processes;stress response","other membranes;mitochondrion","other molecular function","225887","ENSMUSG00000059734","Ndufs8","Complex I biogenesis","Oxidative phosphorylation; Electron Transport Chain"
"2712","Q9JM14",0.0557637619148288,1.03940922030518,22.4555032976087,-0.257698261196895,0.799560890474828,0.999721833650411,0.999721833650411,-4.76607283453211,"5'(3')-deoxyribonucleotidase, cytosolic type OS=Mus musculus OX=10090 GN=Nt5c PE=1 SV=1",0,76.519,39,6,37,6,200,23.1,5.49,"other metabolic processes","cytosol;nucleus;other cell component","other molecular function","50773","ENSMUSG00000020736","Nt5c","Purine catabolism; Pyrimidine catabolism","Purine metabolism"
"2713","P61804",-0.055744234695549,-1.03939515175026,22.3477790663092,0.477920605775767,0.638455341391538,0.999721833650411,0.999721833650411,-4.74039251520208,"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 OS=Mus musculus OX=10090 GN=Dad1 PE=1 SV=3",0,24.987,29,3,17,3,113,12.5,7.08,"protein metabolism;other metabolic processes;developmental processes;other biological processes","other membranes;ER/Golgi","enzyme regulator activity","13135","ENSMUSG00000022174","Dad1",NA,NA
"2714","Q9EQ06",-0.0557234257322925,-1.03938015996134,22.4457943367823,0.401327025122476,0.692900576493327,0.999721833650411,0.999721833650411,-4.75102086411989,"Estradiol 17-beta-dehydrogenase 11 OS=Mus musculus OX=10090 GN=Hsd17b11 PE=1 SV=1",0,87.135,33,7,94,7,298,32.9,8.66,"other metabolic processes","ER/Golgi;other cell component","other molecular function","114664","ENSMUSG00000029311","Hsd17b11","Estrogen biosynthesis",NA
"2715","Q69ZS8",-0.0556878379993577,-1.03935452132927,19.5780392083342,0.284514751139397,0.779261030366349,0.999721833650411,0.999721833650411,-4.76375197050936,"Kazrin OS=Mus musculus OX=10090 GN=Kazn PE=1 SV=2",0,44.899,7,4,14,4,779,86.7,6.9,"developmental processes","plasma membrane;cytosol;cytoskeleton;nucleus;other cell component",NA,"71529","ENSMUSG00000040606; ENSMUSG00000115905","Kazn",NA,NA
"2716","Q8BG39",0.0556431791292553,1.03932234843144,26.6619212944798,-0.443733709218469,0.662519423790021,0.999721833650411,0.999721833650411,-4.74535688153848,"Synaptic vesicle glycoprotein 2B OS=Mus musculus OX=10090 GN=Sv2b PE=1 SV=1",0,194.87,21,12,298,11,683,77.4,5.57,"cell-cell signaling;transport","other membranes;ER/Golgi;other cell component","transporter activity","64176","ENSMUSG00000053025","Sv2b",NA,NA
"2717","Q9CQN3",0.055633144062476,1.0393151191608,21.401393634094,-0.400750864052795,0.693317215366119,0.999721833650411,0.999721833650411,-4.75109402782034,"Mitochondrial import receptor subunit TOM6 homolog OS=Mus musculus OX=10090 GN=Tomm6 PE=3 SV=1",0.003,2.916,19,1,3,1,74,7.9,4.89,"transport","other membranes;mitochondrion",NA,"66119","ENSMUSG00000033475","Tomm6","PINK1-PRKN Mediated Mitophagy",NA
"2718","P61255",0.0555981059953545,1.03928987810176,23.4011974866596,-0.312698221206313,0.758101318157378,0.999721833650411,0.999721833650411,-4.7610693276921,"60S ribosomal protein L26 OS=Mus musculus OX=10090 GN=Rpl26 PE=1 SV=1",0,21.211,28,6,36,6,145,17.2,10.55,"cell cycle OR cell proliferation;protein metabolism;RNA metabolism OR transcription;other metabolic processes;stress response;signal transduction;other biological processes","cytosol;translational apparatus;nucleus;other cell component","nucleic acid binding activity;other molecular function","19941","ENSMUSG00000060938","Rpl26","L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)","Cytoplasmic Ribosomal Proteins; mRNA processing"
"2719","P06151",-0.0555434435601185,-1.03925050107625,26.4370326927244,0.337028520809076,0.73999065076221,0.999721833650411,0.999721833650411,-4.7585536595014,"L-lactate dehydrogenase A chain OS=Mus musculus OX=10090 GN=Ldha PE=1 SV=3",0,295.074,47,19,227,18,332,36.5,7.74,"other metabolic processes;other biological processes","cytosol;cytoskeleton","other molecular function","16828","ENSMUSG00000063229","Ldha","Pyruvate metabolism","Glycolysis and Gluconeogenesis"
"2720","Q9D394",-0.0555206972954991,-1.03923411585285,24.4951842323898,0.387280293572528,0.70308661280594,0.999721833650411,0.999721833650411,-4.7527754985139,"Protein RUFY3 OS=Mus musculus OX=10090 GN=Rufy3 PE=1 SV=1",0,119.817,33,14,111,14,469,53,5.49,"cell organization and biogenesis;developmental processes;other biological processes","other membranes;cytosol;other cell component",NA,"52822","ENSMUSG00000029291","Rufy3",NA,NA
"2721","A0A171KXD3",0.0554817488213608,1.03920606000211,19.2291234964549,-0.413302116736352,0.684264027189641,0.999721833650411,0.999721833650411,-4.74947715018359,"Protein arginine N-methyltransferase 1 OS=Mus musculus OX=10090 GN=Prmt1 PE=1 SV=1",0,37.035,15,4,16,2,318,36.5,6.19,"protein metabolism;other metabolic processes",NA,"other molecular function",NA,"ENSMUSG00000109324","Prmt1",NA,NA
"2722","D3Z1F7",0.0554550772532636,1.03918684804241,20.4777570446284,-0.401605475449393,0.692699257053838,0.999721833650411,0.999721833650411,-4.75098546861829,"Putative monooxygenase p33MONOX OS=Mus musculus OX=10090 GN=4833439L19Rik PE=1 SV=1",0,28.839,21,5,23,5,284,30.8,9.35,NA,"other cell component",NA,"97820","ENSMUSG00000025871","4833439L19Rik",NA,NA
"2723","A0A6I8MWZ7",0.0554496394186259,1.03918293112621,23.0858335081732,-0.347689206596586,0.73210348417155,0.999721833650411,0.999721833650411,-4.75739327461118,"E3 ubiquitin-protein ligase TRIM9 OS=Mus musculus OX=10090 GN=Trim9 PE=1 SV=1",0,59.847,16,7,25,7,550,61.3,7.46,NA,"other cell component","other molecular function",NA,"ENSMUSG00000021071","Trim9",NA,NA
"2724","E9PV26",0.0554407409740598,1.03917652153656,22.5858410667993,-0.33463292040621,0.741767130805451,0.999721833650411,0.999721833650411,-4.75880954825968,"Proline-rich 36 OS=Mus musculus OX=10090 GN=Prr36 PE=1 SV=1",0,57.101,8,6,20,6,1098,110.6,9.98,NA,NA,NA,"73072","ENSMUSG00000064125","Prr36",NA,NA
"2725","A0A1B0GSH8",-0.0553819476914086,-1.03913417346416,18.0543885774668,0.269714927259071,0.791310894375534,0.999721833650411,0.999721833650411,-4.76489739224982,"Predicted gene 45808 (Fragment) OS=Mus musculus OX=10090 GN=Gm45808 PE=4 SV=1",0,7.314,5,1,1,1,263,28.8,5.68,"other metabolic processes;other biological processes","other membranes","other molecular function",NA,"ENSMUSG00000109926","Gm45808",NA,NA
"2726","Q05BD6",0.0553507983676873,1.03911173769193,19.667767656134,-0.290766244714017,0.774551490920617,0.999721833650411,0.999721833650411,-4.76317841916863,"Glutamate receptor, metabotropic 8 OS=Mus musculus OX=10090 GN=Grm8 PE=1 SV=1",0,24.934,4,3,34,2,908,101.6,8.15,"signal transduction","plasma membrane;other membranes","other molecular function","14823","ENSMUSG00000024211","Grm8",NA,"Non-odorant GPCRs; GPCRs, Class C Metabotropic glutamate, pheromone"
"2727","P61161",-0.0552940141801415,-1.03907083926716,25.9247131032674,0.382984243929274,0.706213604729083,0.999721833650411,0.999721833650411,-4.75330000591006,"Actin-related protein 2 OS=Mus musculus OX=10090 GN=Actr2 PE=1 SV=1",0,183.377,31,12,207,12,394,44.7,6.74,"cell cycle OR cell proliferation;cell organization and biogenesis;stress response;transport;developmental processes;other biological processes","cytosol;cytoskeleton;nucleus;other cell component","cytoskeletal activity;other molecular function","66713","ENSMUSG00000020152","Actr2","Neutrophil degranulation; Clathrin-mediated endocytosis; EPHB-mediated forward signaling; Regulation of actin dynamics for phagocytic cup formation; RHO GTPases Activate WASPs and WAVEs","ESC Pluripotency Pathways"
"2728","Q9CQA1",-0.0551595239267435,-1.03897397999816,18.2420956482047,0.195000121486152,0.847575501554421,0.999721833650411,0.999721833650411,-4.7706124203278,"Trafficking protein particle complex subunit 5 OS=Mus musculus OX=10090 GN=Trappc5 PE=1 SV=1",0,29.035,17,3,14,3,188,20.8,9.66,"transport","ER/Golgi;other cytoplasmic organelle;other cell component",NA,"66682","ENSMUSG00000040236","Trappc5","RAB GEFs exchange GTP for GDP on RABs; COPII-mediated vesicle transport",NA
"2729","P56480",-0.0551214919796053,-1.03894659120043,31.9797590320971,0.504515295651046,0.62001527629748,0.999721833650411,0.999721833650411,-4.73628697823548,"ATP synthase subunit beta, mitochondrial OS=Mus musculus OX=10090 GN=Atp5f1b PE=1 SV=2",0,1107.385,76,34,2767,34,529,56.3,5.34,"other metabolic processes;transport;developmental processes;other biological processes","plasma membrane;other membranes;mitochondrion;ER/Golgi;other cell component","signal transduction activity or receptor binding;transporter activity;other molecular function","11947","ENSMUSG00000025393","Atp5f1b","Mitochondrial protein import; Formation of ATP by chemiosmotic coupling; Cristae formation","Oxidative phosphorylation; Electron Transport Chain"
"2730","Q9WV54",-0.0549949855385456,-1.03885549247921,24.2568504734359,0.4982521156945,0.624335337860721,0.999721833650411,0.999721833650411,-4.7372729509501,"Acid ceramidase OS=Mus musculus OX=10090 GN=Asah1 PE=1 SV=1",0,128.613,37,13,147,13,394,44.6,8.46,"other metabolic processes;developmental processes;other biological processes","non-structural extracellular;nucleus;other cytoplasmic organelle","signal transduction activity or receptor binding;other molecular function","11886","ENSMUSG00000031591","Asah1","Neutrophil degranulation; Glycosphingolipid metabolism",NA
"2731","Q3U3Q1",-0.0549705563793488,-1.03883790168516,19.0203796261886,0.241989302067703,0.812062972928401,0.999721833650411,0.999721833650411,-4.70528734384876,"Serine/threonine-protein kinase ULK3 OS=Mus musculus OX=10090 GN=Ulk3 PE=2 SV=1",0.002,3.23,2,1,1,1,472,53.5,7.03,"protein metabolism;other metabolic processes;signal transduction;other biological processes","other cell component","kinase activity;other molecular function","71742","ENSMUSG00000032308","Ulk3","Hedgehog 'on' state",NA
"2732","D3Z6S7",0.0547668906708907,1.03869125896592,19.6543094192262,-0.308069266096419,0.76156370796317,0.999721833650411,0.999721833650411,-4.76152701303865,"Immunoglobulin superfamily member 11 OS=Mus musculus OX=10090 GN=Igsf11 PE=1 SV=1",0,5.839,5,2,4,2,369,39.9,7.17,NA,NA,NA,"207683","ENSMUSG00000022790","Igsf11",NA,NA
"2733","Q6P9R1",-0.0547298411775614,-1.03866458493597,20.0459034989907,0.329242432072818,0.745769948966279,0.999721833650411,0.999721833650411,-4.75937880283709,"ATP-dependent RNA helicase DDX51 OS=Mus musculus OX=10090 GN=Ddx51 PE=1 SV=1",0.057,1.082,1,1,1,1,639,70.3,9.47,"RNA metabolism OR transcription;other metabolic processes","nucleus","nucleic acid binding activity;other molecular function","69663","ENSMUSG00000029504","Ddx51",NA,NA
"2734","Q6P5F7",0.0547113880891814,1.0386512997674,22.1040288505664,-0.337418200374645,0.739701822168418,0.999721833650411,0.999721833650411,-4.75851186649228,"Protein tweety homolog 3 OS=Mus musculus OX=10090 GN=Ttyh3 PE=1 SV=1",0,74.586,16,7,66,7,524,57.7,5.85,"transport","plasma membrane;other membranes","transporter activity","78339","ENSMUSG00000036565","Ttyh3","Stimuli-sensing channels",NA
"2735","Q91VT4",-0.0547015588571682,-1.03864422335171,23.6065050226982,0.373382254507843,0.713222079718871,0.999721833650411,0.999721833650411,-4.75445173543579,"Carbonyl reductase family member 4 OS=Mus musculus OX=10090 GN=Cbr4 PE=1 SV=2",0,76.077,38,7,91,7,236,25.4,9.69,"cell organization and biogenesis;other metabolic processes","mitochondrion;other cell component","other molecular function","234309","ENSMUSG00000031641","Cbr4","Fatty acyl-CoA biosynthesis",NA
"2736","P50518",0.0546597642871163,1.03861413448418,27.7362136208881,-0.420909387002651,0.678800680832189,0.999721833650411,0.999721833650411,-4.74847367499562,"V-type proton ATPase subunit E 1 OS=Mus musculus OX=10090 GN=Atp6v1e1 PE=1 SV=2",0,214.318,50,16,293,16,226,26.1,8.43,"transport","plasma membrane;other membranes;cytosol;other cytoplasmic organelle;other cell component","transporter activity;other molecular function","11973","ENSMUSG00000019210","Atp6v1e1","Amino acids regulate mTORC1; ROS and RNS production in phagocytes; Insulin receptor recycling; Transferrin endocytosis and recycling; Ion channel transport",NA
"2737","Q8BNY6",0.0545516731371052,1.03853632123362,22.4866147183896,-0.272328188109993,0.788466899488134,0.999721833650411,0.999721833650411,-4.7648347345723,"Neuronal calcium sensor 1 OS=Mus musculus OX=10090 GN=Ncs1 PE=1 SV=3",0,60.946,37,6,51,6,190,21.9,4.83,"transport;signal transduction;other biological processes","plasma membrane;other membranes;cytosol;ER/Golgi;other cell component","transporter activity;other molecular function","14299","ENSMUSG00000062661","Ncs1",NA,NA
"2738","Q8R550",-0.0545179565097627,-1.03851205031567,22.1341859272106,0.392106525839338,0.699580206129794,0.999721833650411,0.999721833650411,-4.75217947934761,"SH3 domain-containing kinase-binding protein 1 OS=Mus musculus OX=10090 GN=Sh3kbp1 PE=1 SV=1",0,81.713,18,11,51,11,709,78.1,7.55,"cell organization and biogenesis;transport;other biological processes","other membranes;cytoskeleton;other cell component","other molecular function","58194","ENSMUSG00000040990","Sh3kbp1","Cargo recognition for clathrin-mediated endocytosis; Antigen activates B Cell Receptor (BCR) leading to generation of second messengers; EGFR downregulation; Negative regulation of MET activity; Reelin signalling pathway","Kit Receptor Signaling Pathway; EGFR1 Signaling Pathway"
"2739","A2ATS6",0.0544206992762,1.03844204286311,20.2514914550107,-0.341780262961978,0.736471410305128,0.999721833650411,0.999721833650411,-4.75804081174175,"Reticulon-4 receptor-like 2 (Fragment) OS=Mus musculus OX=10090 GN=Rtn4rl2 PE=1 SV=1",0.034,1.449,3,1,1,1,426,46.8,7.81,NA,NA,NA,NA,"ENSMUSG00000050896","Rtn4rl2",NA,NA
"2740","A0A668KL65",0.0543267545122035,1.03837442426484,18.9701157008408,-0.274741521694126,0.786641243337905,0.999721833650411,0.999721833650411,-4.76462402163719,"Sorbin and SH3 domain-containing protein 1 (Fragment) OS=Mus musculus OX=10090 GN=Sorbs1 PE=1 SV=1",0,96.264,15,12,59,2,1005,111.8,7.33,NA,NA,NA,NA,"ENSMUSG00000025006","Sorbs1",NA,NA
"2741","H3BKM0",-0.0543031662264326,-1.03835744682212,28.3401522841986,0.370054270784966,0.715657351135487,0.999721833650411,0.999721833650411,-4.75484427165315,"AP complex subunit beta OS=Mus musculus OX=10090 GN=Ap2b1 PE=1 SV=1",0,738.604,50,40,847,24,913,101.3,5.29,"transport","other membranes","other molecular function",NA,"ENSMUSG00000035152","Ap2b1",NA,NA
"2742","P47199",0.0541962787520518,1.03828051906505,22.4967804095631,-0.366307523472397,0.718402816069492,0.999721833650411,0.999721833650411,-4.75528210269811,"Quinone oxidoreductase OS=Mus musculus OX=10090 GN=Cryz PE=1 SV=1",0,113.388,33,7,57,7,331,35.2,8.07,"cell organization and biogenesis;other metabolic processes","cytosol","nucleic acid binding activity;other molecular function","12972","ENSMUSG00000028199","Cryz",NA,NA
"2743","Q3U2G2",-0.0541671957351539,-1.03825958877509,25.9068143920838,0.359551665839326,0.723363196319501,0.999721833650411,0.999721833650411,-4.75606058614977,"Heat shock 70 kDa protein 4 OS=Mus musculus OX=10090 GN=Hspa4 PE=1 SV=1",0,543.684,46,35,416,32,842,94.1,5.21,"cell organization and biogenesis;transport","non-structural extracellular;cytosol;mitochondrion","other molecular function","15525","ENSMUSG00000020361","Hspa4",NA,NA
"2744","Q69ZW3",-0.0541282362218674,-1.03823155128904,26.7247328927072,0.382552863805462,0.706527894708013,0.999721833650411,0.999721833650411,-4.75335235904032,"EH domain-binding protein 1 OS=Mus musculus OX=10090 GN=Ehbp1 PE=1 SV=3",0,82.267,6,5,26,5,1231,139,5.38,"cell organization and biogenesis;transport","plasma membrane;other membranes;cytosol;cytoskeleton;nucleus;other cytoplasmic organelle",NA,"216565","ENSMUSG00000042302","Ehbp1",NA,NA
"2745","D3Z2W1",-0.0540965859374793,-1.03820877449805,21.742231126908,0.321604206574701,0.751454620748025,0.999721833650411,0.999721833650411,-4.76016991281771,"Diacylglycerol kinase OS=Mus musculus OX=10090 GN=Dgki PE=1 SV=1",0,89.924,14,9,42,8,1050,115.9,7.85,NA,NA,NA,NA,NA,NA,NA,NA
"2746","Q9QWX2",0.0540172918841719,1.03815171356885,20.9936952290456,-0.314792398482316,0.756536627718103,0.999721833650411,0.999721833650411,-4.76086006559811,"Apoptosis regulator Bcl-X (Fragment) OS=Mus musculus OX=10090 GN=Bcl2l1 PE=1 SV=1",0,32.771,23,3,29,3,188,21.1,4.73,"other biological processes","other membranes;cytosol;cytoskeleton;mitochondrion;ER/Golgi;nucleus",NA,NA,"ENSMUSG00000007659","Bcl2l1",NA,"Apoptosis"
"2747","Q99P58",0.0540065796551836,1.0381440051639,21.9011239819104,-0.299620461677339,0.767896615753524,0.999721833650411,0.999721833650411,-4.76234509187874,"Ras-related protein Rab-27B OS=Mus musculus OX=10090 GN=Rab27b PE=1 SV=3",0,42.967,31,6,50,6,218,24.5,5.54,"transport;other biological processes","plasma membrane;other membranes;ER/Golgi;other cytoplasmic organelle;other cell component","cytoskeletal activity;other molecular function","80718","ENSMUSG00000024511","Rab27b","RAB GEFs exchange GTP for GDP on RABs; Platelet degranulation ; RAB geranylgeranylation",NA
"2748","Q80WJ7",-0.0540022854665132,-1.03814091512791,23.5399375859821,0.359723946051545,0.723236544376476,0.999721833650411,0.999721833650411,-4.7560409098094,"Protein LYRIC OS=Mus musculus OX=10090 GN=Mtdh PE=1 SV=1",0,142.772,30,14,123,14,579,63.8,9.33,"cell organization and biogenesis;signal transduction;other biological processes","plasma membrane;other membranes;ER/Golgi;nucleus;other cell component","nucleic acid binding activity;other molecular function","67154","ENSMUSG00000022255","Mtdh",NA,NA
"2749","P54823",0.0539540759825137,1.03810622491258,20.7957430430883,-0.376753276602175,0.71075854403212,0.999721833650411,0.999721833650411,-4.75405063381817,"Probable ATP-dependent RNA helicase DDX6 OS=Mus musculus OX=10090 GN=Ddx6 PE=1 SV=1",0,26.016,6,2,24,2,483,54.2,8.66,"cell organization and biogenesis;other biological processes","cytosol;cytoskeleton;mitochondrion;nucleus;other cell component","nucleic acid binding activity;other molecular function","13209","ENSMUSG00000032097","Ddx6","mRNA decay by 5' to 3' exoribonuclease","mRNA processing"
"2750","Q9EQI8",0.0539513522408619,1.03810426501779,21.5751886525065,-0.377557346850564,0.710171413980965,0.999721833650411,0.999721833650411,-4.75395444299345,"39S ribosomal protein L46, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl46 PE=1 SV=1",0,66.848,32,6,43,6,283,32.1,7.4,NA,"mitochondrion;translational apparatus;nucleus;other cell component","other molecular function","67308","ENSMUSG00000030612","Mrpl46","Mitochondrial translation elongation; Mitochondrial translation termination",NA
"2751","Q3UGY8",0.0539140794798634,1.03807744541195,19.5137914516891,-0.347254093850816,0.732922593129146,0.999721833650411,0.999721833650411,-4.75732838216325,"Brefeldin A-inhibited guanine nucleotide-exchange protein 3 OS=Mus musculus OX=10090 GN=Arfgef3 PE=1 SV=1",0,13.006,2,3,3,3,2170,239.9,5.88,"cell organization and biogenesis;other biological processes","other membranes;ER/Golgi","enzyme regulator activity","215821","ENSMUSG00000019852","Arfgef3",NA,NA
"2752","Q9CPX8",-0.0538941096415968,-1.0380630764049,22.9547080183519,0.432816524587359,0.670286025652295,0.999721833650411,0.999721833650411,-4.7468674999373,"Cytochrome b-c1 complex subunit 10 OS=Mus musculus OX=10090 GN=Uqcr11 PE=1 SV=1",0,26.016,21,1,19,1,56,6.5,9.82,"other metabolic processes","other membranes;mitochondrion","other molecular function","66594","ENSMUSG00000020163","Uqcr11",NA,"Electron Transport Chain"
"2753","P05201",0.0538827325317435,1.03805489025969,27.6158890047502,-0.278475429509789,0.783819099568488,0.999721833650411,0.999721833650411,-4.76429439576717,"Aspartate aminotransferase, cytoplasmic OS=Mus musculus OX=10090 GN=Got1 PE=1 SV=3",0,436.615,65,23,391,23,413,46.2,7.14,"other metabolic processes;stress response;signal transduction;other biological processes","cytosol;nucleus;other cytoplasmic organelle;other cell component","other molecular function","14718","ENSMUSG00000025190","Got1","Gluconeogenesis; Aspartate and asparagine metabolism","Glycolysis and Gluconeogenesis; Alanine and aspartate metabolism"
"2754","Q91XF0",-0.0538722007489127,-1.0380473124082,23.7849182369609,0.45722829011974,0.652973466802892,0.999721833650411,0.999721833650411,-4.74343956722021,"Pyridoxine-5'-phosphate oxidase OS=Mus musculus OX=10090 GN=Pnpo PE=1 SV=1",0,31.517,23,4,17,4,261,30.1,8.22,"other metabolic processes","cytosol;nucleus","other molecular function","103711","ENSMUSG00000018659","Pnpo","Vitamins B6 activation to pyridoxal phosphate","Selenium Micronutrient Network; Folic Acid Network"
"2755","P70362",-0.0538628241408219,-1.03804056577713,17.7051244013834,0.325410192470818,0.749361806924919,0.999721833650411,0.999721833650411,-4.75961693262193,"Ubiquitin recognition factor in ER-associated degradation protein 1 OS=Mus musculus OX=10090 GN=Ufd1 PE=1 SV=2",0.004,2.707,3,1,1,1,307,34.5,6.7,"protein metabolism;other metabolic processes;stress response;transport;other biological processes","other membranes;cytosol;ER/Golgi;nucleus;other cell component","signal transduction activity or receptor binding;other molecular function","22230","ENSMUSG00000005262","Ufd1","Ub-specific processing proteases; Translesion Synthesis by POLH",NA
"2756","P83093",-0.0537920536587464,-1.03798964661031,20.2636159316856,0.411458301099608,0.685590926988747,0.999721833650411,0.999721833650411,-4.74971770074384,"Stromal interaction molecule 2 OS=Mus musculus OX=10090 GN=Stim2 PE=1 SV=2",0,22.954,6,3,3,3,746,83.9,6.79,"transport;other biological processes","plasma membrane;other membranes;ER/Golgi","transporter activity;other molecular function","116873","ENSMUSG00000039156","Stim2",NA,NA
"2757","O88712",0.0536055542758476,1.03785547278208,24.6592744338846,-0.264377883540887,0.794490072996798,0.999721833650411,0.999721833650411,-4.76551591983458,"C-terminal-binding protein 1 OS=Mus musculus OX=10090 GN=Ctbp1 PE=1 SV=2",0,151.769,42,12,117,2,441,47.7,6.77,"cell organization and biogenesis;signal transduction;other biological processes","nucleus;other cell component","other molecular function","13016","ENSMUSG00000037373","Ctbp1","SUMOylation of transcription cofactors; Deactivation of the beta-catenin transactivating complex; Repression of WNT target genes","PluriNetWork: mechanisms associated with pluripotency; Notch Signaling Pathway; Wnt Signaling Pathway NetPath; Wnt Signaling Pathway and Pluripotency"
"2758","Q9DBG5",-0.0535900081329679,-1.03784428915554,19.4903240486721,0.189248617833987,0.852014087460616,0.999721833650411,0.999721833650411,-4.7709663934173,"Perilipin-3 OS=Mus musculus OX=10090 GN=Plin3 PE=1 SV=1",0,56.593,21,5,16,5,437,47.2,5.62,"other biological processes","other membranes;cytosol;other cytoplasmic organelle;other cell component",NA,"66905","ENSMUSG00000024197","Plin3","Retrograde transport at the Trans-Golgi-Network; RHOBTB3 ATPase cycle",NA
"2759","Q8BJ42",0.0534577445827402,1.03774914591717,23.530394209321,-0.258893682095533,0.798652708552474,0.999721833650411,0.999721833650411,-4.76597419980324,"Disks large-associated protein 2 OS=Mus musculus OX=10090 GN=Dlgap2 PE=1 SV=2",0,153.128,18,15,100,13,1059,119,6.81,"cell-cell signaling;other biological processes","plasma membrane;other membranes;other cell component","other molecular function","244310","ENSMUSG00000047495","Dlgap2","Neurexins and neuroligins",NA
"2760","Q99L88",0.0533985403150865,1.03770656039783,18.3929629891069,-0.367126422114276,0.717802421700103,0.999721833650411,0.999721833650411,-4.75518678009704,"Beta-1-syntrophin OS=Mus musculus OX=10090 GN=Sntb1 PE=1 SV=4",0.002,3.473,4,2,9,1,537,58,8.31,NA,"plasma membrane;other membranes;cytoskeleton;other cell component","cytoskeletal activity;other molecular function","20649","ENSMUSG00000060429","Sntb1",NA,NA
"2761","D3Z5K8",-0.0533952610308965,-1.03770420166591,23.3680217225545,0.268769265404659,0.791161478526194,0.999721833650411,0.999721833650411,-4.76514212569795,"SH3 and multiple ankyrin repeat domains protein 2 OS=Mus musculus OX=10090 GN=Shank2 PE=1 SV=1",0,277.728,17,25,157,23,1841,200,6.68,NA,"other cell component",NA,"210274","ENSMUSG00000037541","Shank2",NA,NA
"2762","A2A4U6",-0.0532649191870433,-1.03761045339241,21.2337850614008,0.354153365692024,0.727335909253837,0.999721833650411,0.999721833650411,-4.756672471649,"Zinc finger protein 334 OS=Mus musculus OX=10090 GN=Zfp334 PE=1 SV=1",0.033,1.47,1,1,6,1,679,78.2,9.45,"other biological processes","nucleus","nucleic acid binding activity;other molecular function","228876","ENSMUSG00000017667","Zfp334","Generic Transcription Pathway",NA
"2763","O88705",-0.0532458507203906,-1.03759673912223,18.6079379242922,0.393737977660694,0.698665623720366,0.999721833650411,0.999721833650411,-4.7519104610152,"Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 3 OS=Mus musculus OX=10090 GN=Hcn3 PE=1 SV=1",0,22.94,3,2,36,1,779,86.6,9.86,"transport;other biological processes","plasma membrane;other membranes;other cell component","transporter activity;other molecular function","15168","ENSMUSG00000028051","Hcn3","HCN channels",NA
"2764","E9Q0J2",0.0532008076082633,1.03756434429494,24.0426998125693,-0.270348495483542,0.789965454240314,0.999721833650411,0.999721833650411,-4.76500621670118,"Ral GTPase-activating protein subunit beta OS=Mus musculus OX=10090 GN=Ralgapb PE=1 SV=1",0,35.84,5,4,9,4,1507,167.8,6.79,"other biological processes",NA,"enzyme regulator activity;other molecular function","228850","ENSMUSG00000027652","Ralgapb",NA,NA
"2765","Q64487",0.0530714952898634,1.03747134900887,24.8715972247036,-0.418729185980125,0.680364590690081,0.999721833650411,0.999721833650411,-4.74876307532078,"Receptor-type tyrosine-protein phosphatase delta OS=Mus musculus OX=10090 GN=Ptprd PE=1 SV=3",0,428.557,26,35,330,27,1912,214.3,6.55,"cell adhesion;cell organization and biogenesis;protein metabolism;other metabolic processes;developmental processes;other biological processes","plasma membrane;other membranes;other cell component","signal transduction activity or receptor binding;other molecular function","19266","ENSMUSG00000028399","Ptprd","Synaptic adhesion-like molecules; Receptor-type tyrosine-protein phosphatases",NA
"2766","Q9CQ54",-0.0530040856569904,-1.03742287450322,26.4263617012278,0.374209410475159,0.712617294085674,0.999721833650411,0.999721833650411,-4.75435364114845,"NADH dehydrogenase [ubiquinone] 1 subunit C2 OS=Mus musculus OX=10090 GN=Ndufc2 PE=1 SV=1",0,96.85,52,9,187,9,120,14.2,9.2,"cell organization and biogenesis;other metabolic processes;other biological processes","other membranes;mitochondrion;other cell component","other molecular function","68197","ENSMUSG00000030647","Ndufc2","Neutrophil degranulation; Complex I biogenesis","Oxidative phosphorylation; Electron Transport Chain"
