"","Accession","log2_foldchange","foldchange","AveExpr","t","p_value","adj_p_value","q_value","B","description","exp_q.value_combined","sum_pep_score","coverage_percent","num_peptides","num_psms","num_unique_peptides","num_aas","mw_kda","calc_pi","biological_process","cellular_component","molecular_function","entrez_gene_id","ensembl_gene_id","gene_symbol","reactome_pathways","wikipathways"
"3726","Q5DU25",-0.029888035838038,-1.02093289043712,25.2818679300939,0.263311082618054,0.795299306540912,0.861537813930108,0.311491010650964,-6.77564067372921,"IQ motif and SEC7 domain-containing protein 2 OS=Mus musculus OX=10090 GN=Iqsec2 PE=1 SV=3",0,266.117,27,33,208,29,1478,161.7,8.56,"cell organization and biogenesis;other biological processes","plasma membrane;other membranes;other cell component","enzyme regulator activity","245666",NA,"Iqsec2",NA,NA
"3727","A0A0A0MQ73",-0.0297954283262705,-1.0208673582092,18.2803421696278,0.197411554962146,0.845844907328355,0.89657740177005,0.324159655546848,-6.71531803255937,"[Histone H3]-lysine(4) N-trimethyltransferase OS=Mus musculus OX=10090 GN=Kmt2d PE=1 SV=1",0.002,3.44,1,2,4,2,5588,599.9,5.78,"cell organization and biogenesis;protein metabolism;other metabolic processes;other biological processes","nucleus","nucleic acid binding activity;other molecular function","381022","ENSMUSG00000048154","Kmt2d",NA,"PluriNetWork: mechanisms associated with pluripotency"
"3728","Q99L43",-0.0297832607207233,-1.02085874830995,24.627954007333,0.205622007425542,0.83939219881891,0.891052134310967,0.32216198218055,-6.78970411869557,"Phosphatidate cytidylyltransferase 2 OS=Mus musculus OX=10090 GN=Cds2 PE=1 SV=1",0,167.932,26,8,116,8,444,51.3,7.05,"cell organization and biogenesis;other metabolic processes;signal transduction","other membranes;ER/Golgi","other molecular function","110911","ENSMUSG00000058793","Cds2","Synthesis of PG",NA
"3729","Q99LD8",-0.0297275821499348,-1.0208193506149,20.8081543665255,0.15183390174399,0.881005627768207,0.922679558606033,0.333596951370139,-6.79971239125134,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 2 OS=Mus musculus OX=10090 GN=Ddah2 PE=1 SV=1",0,24.081,16,4,26,3,285,29.6,6.01,"other metabolic processes;other biological processes","cytosol;cytoskeleton;mitochondrion","other molecular function","51793","ENSMUSG00000007039","Ddah2","eNOS activation",NA
"3730","P63037",-0.0296747703375075,-1.02078198281935,23.0032697958817,0.124406602055851,0.902371185728561,0.935607693490202,0.338271148759725,-6.80365921075532,"DnaJ homolog subfamily A member 1 OS=Mus musculus OX=10090 GN=Dnaja1 PE=1 SV=1",0,123.723,25,8,98,8,397,44.8,7.08,"stress response;transport;signal transduction;other biological processes","other membranes;cytosol;cytoskeleton;mitochondrion;ER/Golgi;nucleus;other cell component","signal transduction activity or receptor binding;enzyme regulator activity;other molecular function","15502","ENSMUSG00000028410","Dnaja1","HSP90 chaperone cycle for steroid hormone receptors (SHR)","Exercise-induced Circadian Regulation"
"3731","Q9CQW2",-0.0294670759336135,-1.02063503877412,24.4613117558026,0.261585758923905,0.796608575306449,0.862718987436855,0.311918066693568,-6.77611112414948,"ADP-ribosylation factor-like protein 8B OS=Mus musculus OX=10090 GN=Arl8b PE=1 SV=1",0,99.193,44,8,99,3,186,21.5,8.43,"cell cycle OR cell proliferation;transport;other biological processes","other membranes;cytoskeleton;other cytoplasmic organelle;other cell component","cytoskeletal activity;other molecular function","67166","ENSMUSG00000030105","Arl8b",NA,NA
"3732","Q3TLP8",-0.0294173689154356,-1.02059987413501,26.8076438951929,0.222984042061851,0.826057054507115,0.881768919775878,0.318805614263936,-6.78583346195957,"Ras-related C3 botulinum toxin substrate 1 OS=Mus musculus OX=10090 GN=Rac1 PE=1 SV=1",0,55.091,18,5,115,3,211,23.4,8.69,"cell adhesion;cell cycle OR cell proliferation;cell organization and biogenesis;signal transduction;other biological processes","plasma membrane;other membranes;cytosol;cytoskeleton;ER/Golgi;other cytoplasmic organelle;other cell component","other molecular function","19353","ENSMUSG00000001847","Rac1",NA,"IL-5 Signaling Pathway; MicroRNAs in Cardiomyocyte Hypertrophy; Chemokine signaling pathway; G13 Signaling Pathway; p38 MAPK Signaling Pathway; Microglia Pathogen Phagocytosis Pathway; IL-3 Signaling Pathway; Robo4 and VEGF Signaling Pathways Crosstalk; IL-6 signaling Pathway; Wnt Signaling Pathway; Oxidative Stress and Redox Pathway; Alpha6-Beta4 Integrin Signaling Pathway; MAPK signaling pathway; Regulation of Actin Cytoskeleton; Wnt Signaling Pathway NetPath; EGFR1 Signaling Pathway; Integrin-mediated Cell Adhesion; Insulin Signaling; Focal Adhesion"
"3733","P35235",0.0293847021242897,1.02057676506169,24.7804972616965,-0.237580136490945,0.814888124033389,0.874292986549775,0.316102673129484,-6.78233819579909,"Tyrosine-protein phosphatase non-receptor type 11 OS=Mus musculus OX=10090 GN=Ptpn11 PE=1 SV=3",0,164.922,31,14,103,14,593,68,7.3,"cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;other metabolic processes;stress response;developmental processes;signal transduction;other biological processes","cytosol;mitochondrion;nucleus;other cell component","signal transduction activity or receptor binding;other molecular function","19247","ENSMUSG00000043733","Ptpn11","PD-1 signaling; RET signaling; Signaling by SCF-KIT; GPVI-mediated activation cascade; Downstream signal transduction; Platelet sensitization by LDL; Interleukin-20 family signaling; Regulation of IFNA signaling; PIP3 activates AKT signaling; PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling; Tie2 Signaling; Spry regulation of FGF signaling; PI3K Cascade; Interleukin-3, Interleukin-5 and GM-CSF signaling; PI-3K cascade:FGFR1; FRS-mediated FGFR1 signaling; PI-3K cascade:FGFR2; FRS-mediated FGFR2 signaling; FRS-mediated FGFR4 signaling; PI-3K cascade:FGFR4; Interleukin-6 signaling; PECAM1 interactions; FRS-mediated FGFR3 signaling; PI-3K cascade:FGFR3; GAB1 signalosome; CTLA4 inhibitory signaling; Signaling by CSF3 (G-CSF); MAPK3 (ERK1) activation; MAPK1 (ERK2) activation; Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon; MET activates PTPN11; Regulation of RUNX1 Expression and Activity","IL-9 Signaling Pathway; Type II interferon signaling (IFNG); IL-5 Signaling Pathway; PluriNetWork: mechanisms associated with pluripotency; Signaling of Hepatocyte Growth Factor Receptor; Heart Development; TNF-alpha NF-kB Signaling Pathway; ESC Pluripotency Pathways; IL-1 Signaling Pathway; IL-3 Signaling Pathway; IL-6 signaling Pathway; Kit Receptor Signaling Pathway; IL-2 Signaling Pathway; EGFR1 Signaling Pathway; Insulin Signaling"
"3734","P12849",0.0289101753133281,1.02024113529454,19.5107256190082,-0.222218962014612,0.826643571491607,0.882156056119259,0.318945584313897,-6.78601059692854,"cAMP-dependent protein kinase type I-beta regulatory subunit OS=Mus musculus OX=10090 GN=Prkar1b PE=1 SV=2",0,56.117,21,7,79,3,381,43.2,5.96,"protein metabolism;other metabolic processes;developmental processes;other biological processes","plasma membrane;other membranes;other cytoplasmic organelle;other cell component","enzyme regulator activity;other molecular function","19085","ENSMUSG00000025855","Prkar1b","Hedgehog 'off' state; Factors involved in megakaryocyte development and platelet production; DARPP-32 events; Vasopressin regulates renal water homeostasis via Aquaporins; PKA activation; PKA activation in glucagon signalling; CREB1 phosphorylation through the activation of Adenylate Cyclase","G Protein Signaling Pathways; Myometrial Relaxation and Contraction Pathways; Calcium Regulation in the Cardiac Cell"
"3735","P97351",0.0288525857297373,1.02020041006309,24.4121528717294,-0.238919949812133,0.813864901912333,0.873724210960639,0.3158970309856,-6.78200632336602,"40S ribosomal protein S3a OS=Mus musculus OX=10090 GN=Rps3a PE=1 SV=3",0,63.404,32,10,94,10,264,29.9,9.73,"protein metabolism;other metabolic processes;other biological processes","cytosol;ER/Golgi;translational apparatus;nucleus;other cell component","nucleic acid binding activity;other molecular function","20091","ENSMUSG00000028081","Rps3a","L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); Translation initiation complex formation; Formation of the ternary complex, and subsequently, the 43S complex; Ribosomal scanning and start codon recognition","Cytoplasmic Ribosomal Proteins"
"3736","Q4KUS2",-0.0287911935549623,-1.02015699756946,24.590404539815,0.243354979980464,0.810480315254379,0.871515122078447,0.315098329736037,-6.7808945368651,"Protein unc-13 homolog A OS=Mus musculus OX=10090 GN=Unc13a PE=1 SV=3",0,285.486,20,30,229,30,1712,193.7,5.25,"cell-cell signaling;cell organization and biogenesis;other metabolic processes;transport;developmental processes;signal transduction;other biological processes","plasma membrane;other membranes;ER/Golgi;other cell component","cytoskeletal activity;other molecular function","382018","ENSMUSG00000034799","Unc13a",NA,NA
"3737","E0CZ72",0.0287448900074949,1.02012425597917,25.2160367845357,-0.200871762369764,0.84304960924501,0.89409540097809,0.32326228235832,-6.79070875693043,"Kinesin-like protein OS=Mus musculus OX=10090 GN=Kif2a PE=1 SV=1",0,165.343,35,19,201,19,743,83.8,6.42,"other biological processes","cytoskeleton","cytoskeletal activity;other molecular function","16563","ENSMUSG00000021693","Kif2a",NA,NA
"3738","Q9WUM4",0.0285910394007125,1.02001547459216,25.0976468002158,-0.21355547398786,0.833292318951266,0.887568926753227,0.320902620345324,-6.7879741559015,"Coronin-1C OS=Mus musculus OX=10090 GN=Coro1c PE=1 SV=2",0,173.461,30,12,172,11,474,53.1,7.08,"cell organization and biogenesis;transport;developmental processes;other biological processes","plasma membrane;other membranes;cytoskeleton;other cytoplasmic organelle;other cell component","cytoskeletal activity;other molecular function","23790","ENSMUSG00000004530","Coro1c",NA,NA
"3739","B1AQW2",0.0285319118833165,1.01997367106118,24.1763816981226,-0.1704514054261,0.8665551208805,0.910934577591371,0.329350526027943,-6.79658794254894,"Microtubule-associated protein OS=Mus musculus OX=10090 GN=Mapt PE=1 SV=1",0,430.719,55,18,528,1,390,40.9,9.64,NA,"plasma membrane;other membranes;cytosol;cytoskeleton;other cell component","cytoskeletal activity",NA,"ENSMUSG00000018411","Mapt",NA,"Alzheimers Disease"
"3740","Q8BKV0",-0.0284190235694908,-1.01989386306305,17.9308712728149,0.213012394175985,0.834182875637529,0.888086603162961,0.32108978746144,-6.78785233389698,"Testican-3 OS=Mus musculus OX=10090 GN=Spock3 PE=2 SV=2",0.028,1.547,3,1,1,1,436,49.1,5.1,"protein metabolism;other metabolic processes;other biological processes","non-structural extracellular;extracellular matrix","enzyme regulator activity;other molecular function","72902","ENSMUSG00000054162","Spock3","Activation of Matrix Metalloproteinases",NA
"3741","Q8VCE6",-0.0283268515303909,-1.01982870536065,21.2144729076855,0.168654944267878,0.867947473691037,0.911450614418394,0.329537100349097,-6.79690511797362,"5'(3')-deoxyribonucleotidase, mitochondrial OS=Mus musculus OX=10090 GN=Nt5m PE=1 SV=1",0,38.038,24,4,34,4,220,25.6,8.35,"other metabolic processes",NA,"other molecular function","103850","ENSMUSG00000032615","Nt5m","Pyrimidine catabolism","Purine metabolism"
"3742","Q9CYN9",0.0280857419980229,1.01965828134914,21.8454436728925,-0.234744038643239,0.81705519462266,0.875956072363412,0.316703965693214,-6.78303458069603,"Renin receptor OS=Mus musculus OX=10090 GN=Atp6ap2 PE=1 SV=2",0,21.968,6,2,22,2,350,39.1,5.54,"cell organization and biogenesis;protein metabolism;other metabolic processes;developmental processes;other biological processes","non-structural extracellular;plasma membrane;other membranes;ER/Golgi;other cytoplasmic organelle;other cell component","other molecular function","70495","ENSMUSG00000031007","Atp6ap2","Neutrophil degranulation; Metabolism of Angiotensinogen to Angiotensins","Oxidative phosphorylation"
"3743","Q8BSS9",-0.0279260216900923,-1.01954540155452,23.4146400884388,0.223883225552886,0.825367867309927,0.881749733008518,0.318798677243344,-6.78562450483635,"Liprin-alpha-2 OS=Mus musculus OX=10090 GN=Ppfia2 PE=1 SV=2",0,230.224,24,22,162,18,1257,143.1,6.11,"cell organization and biogenesis;transport;other biological processes","cytosol;other cell component","other molecular function","327814",NA,"Ppfia2","Dopamine Neurotransmitter Release Cycle; Receptor-type tyrosine-protein phosphatases; Serotonin Neurotransmitter Release Cycle; Norepinephrine Neurotransmitter Release Cycle; Glutamate Neurotransmitter Release Cycle; Acetylcholine Neurotransmitter Release Cycle",NA
"3744","Q80XD3",0.0277715173198416,1.01943621993188,29.1514741734548,-0.246755854526943,0.807887541391561,0.86971344912372,0.314446930667469,-6.7800282359515,"Regulator of G-protein-signaling 7 OS=Mus musculus OX=10090 GN=Rgs7 PE=1 SV=1",0,209.43,46,17,229,13,470,55,7.85,"signal transduction;other biological processes",NA,NA,"24012","ENSMUSG00000026527","Rgs7",NA,"Myometrial Relaxation and Contraction Pathways; Calcium Regulation in the Cardiac Cell"
"3745","Q9D0M5",0.0276919952261103,1.019380029631,24.9667190229126,-0.193658981718866,0.848610031147233,0.898300331117713,0.324782584680203,-6.79218950614583,"Dynein light chain 2, cytoplasmic OS=Mus musculus OX=10090 GN=Dynll2 PE=1 SV=1",0,26.054,20,2,34,1,89,10.3,7.37,"cell organization and biogenesis;other biological processes","cytoskeleton;other cell component","cytoskeletal activity;other molecular function","68097","ENSMUSG00000020483","Dynll2","RHO GTPases Activate Formins; MHC class II antigen presentation; Intraflagellar transport; Separation of Sister Chromatids; Macroautophagy; COPI-mediated anterograde transport; Resolution of Sister Chromatid Cohesion; EML4 and NUDC in mitotic spindle formation; HSP90 chaperone cycle for steroid hormone receptors (SHR); COPI-independent Golgi-to-ER retrograde traffic; Aggrephagy; Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal; Activation of BMF and translocation to mitochondria",NA
"3746","Q9Z2C4",0.0275996447395848,1.01931477867635,21.7784417944972,-0.209040555131547,0.836762439157123,0.889102392213056,0.321457048367121,-6.78896666371372,"Myotubularin-related protein 1 OS=Mus musculus OX=10090 GN=Mtmr1 PE=1 SV=1",0,63.482,17,8,58,8,669,75.3,6.8,"protein metabolism;other metabolic processes;other biological processes","plasma membrane;other membranes;other cell component","other molecular function","53332","ENSMUSG00000015214","Mtmr1","Synthesis of PIPs at the plasma membrane; RHOF GTPase cycle",NA
"3747","D3Z6I4",0.0275976568868188,1.01931337418944,19.1708749832656,-0.192435101644597,0.849554355918216,0.899058463123977,0.325056689079359,-6.7924354128319,"Quinone oxidoreductase-like protein 1 OS=Mus musculus OX=10090 GN=Cryzl1 PE=1 SV=1",0,19.486,10,2,16,2,333,37,6.09,NA,NA,"other molecular function","66609","ENSMUSG00000058240","Cryzl1",NA,NA
"3748","E9PUM3",0.0271418984033929,1.01899141609507,25.688473980289,-0.199114909129374,0.844403219229685,0.895290042234111,0.323694207697157,-6.79107439621733,"Alpha-1,4 glucan phosphorylase OS=Mus musculus OX=10090 GN=Pygm PE=1 SV=1",0,327.098,51,34,271,28,754,87.5,8.51,"other metabolic processes",NA,"other molecular function",NA,"ENSMUSG00000032648","Pygm",NA,NA
"3749","Q9EQ80",-0.0271123095377668,-1.01897051736731,22.0241818936416,0.155183742939103,0.878402222121085,0.920197543162997,0.33269957288448,-6.79917676782982,"NIF3-like protein 1 OS=Mus musculus OX=10090 GN=Nif3l1 PE=1 SV=4",0,64.944,28,7,60,7,376,41.7,6.76,"developmental processes;other biological processes","nucleus;other cell component","other molecular function","65102","ENSMUSG00000026036","Nif3l1",NA,NA
"3750","Q8BFZ9",-0.0271072297605244,-1.01896692954453,23.1303278568808,0.215808520374282,0.831561963155212,0.886388725302365,0.320475915751798,-6.78747098057191,"Erlin-2 OS=Mus musculus OX=10090 GN=Erlin2 PE=1 SV=1",0,81.479,39,10,68,9,340,37.8,5.5,"protein metabolism;other metabolic processes;stress response;signal transduction;other biological processes","plasma membrane;other membranes;cytosol;ER/Golgi;other cell component","other molecular function","244373","ENSMUSG00000031483","Erlin2","ABC-family proteins mediated transport",NA
"3751","Q80ZI6",-0.0270744826118303,-1.01894380069061,17.480274849327,0.10934703005219,0.914136243309299,0.942342941148578,0.340706293295659,-6.80549356449935,"E3 ubiquitin-protein ligase LRSAM1 OS=Mus musculus OX=10090 GN=Lrsam1 PE=1 SV=1",0,5.203,3,2,3,2,727,83.9,6.14,"protein metabolism;other metabolic processes;transport;other biological processes","other membranes;cytosol;other cell component","other molecular function","227738","ENSMUSG00000026792","Lrsam1","Antigen processing: Ubiquitination & Proteasome degradation",NA
"3752","B1AZ46",-0.026901020817057,-1.01882129580201,27.3564481176265,0.227012924612525,0.822970223766067,0.880537858207685,0.318360521076093,-6.78489068852093,"Brain-specific angiogenesis inhibitor 1-associated protein 2 OS=Mus musculus OX=10090 GN=Baiap2 PE=1 SV=1",0,441.919,69,30,421,30,521,57.6,8.79,"cell organization and biogenesis;other biological processes","other membranes;cytoskeleton;other cell component","other molecular function","108100","ENSMUSG00000025372","Baiap2",NA,"Regulation of Actin Cytoskeleton"
"3753","Q8R5M8",0.0268289563827295,1.01877040566613,24.8956878141543,-0.20251382347319,0.841784898317704,0.892994423760449,0.322864221471517,-6.79036411753226,"Cell adhesion molecule 1 OS=Mus musculus OX=10090 GN=Cadm1 PE=1 SV=2",0,129.502,25,10,123,3,456,49.8,5.03,"cell adhesion;cell-cell signaling;cell organization and biogenesis;developmental processes;other biological processes","plasma membrane;other membranes;ER/Golgi;other cell component","signal transduction activity or receptor binding;other molecular function","54725","ENSMUSG00000032076","Cadm1","Nectin/Necl  trans heterodimerization","Splicing factor NOVA regulated synaptic proteins"
"3754","Q8BVI5",-0.0267772632297429,-1.01873390279513,21.4302947448554,0.229654371107909,0.820948021282143,0.878746021194798,0.31771267821529,-6.78426347105048,"Syntaxin-16 OS=Mus musculus OX=10090 GN=Stx16 PE=1 SV=3",0,49.204,17,5,34,5,326,37.1,5.86,"cell organization and biogenesis;transport","other membranes;cytosol;ER/Golgi;other cell component","other molecular function","228960","ENSMUSG00000027522","Stx16","Retrograde transport at the Trans-Golgi-Network; Intra-Golgi traffic",NA
"3755","Q8BGU5",-0.0267718880299306,-1.01873010719875,24.3742912844176,0.184770996229707,0.855473118180694,0.902897578669019,0.326444730279403,-6.79394000726166,"Cyclin-Y OS=Mus musculus OX=10090 GN=Ccny PE=1 SV=1",0,83.456,26,7,71,5,341,39.4,7.2,"cell-cell signaling;cell cycle OR cell proliferation;signal transduction;other biological processes","plasma membrane;other membranes;nucleus;other cell component","enzyme regulator activity;other molecular function","67974","ENSMUSG00000024286","Ccny",NA,NA
"3756","P21278",0.0262367100894352,1.01835227213694,26.374665952387,-0.210951437551561,0.835293329366597,0.888491536191487,0.321236191944519,-6.7885491728273,"Guanine nucleotide-binding protein subunit alpha-11 OS=Mus musculus OX=10090 GN=Gna11 PE=1 SV=1",0,220.029,54,19,223,12,359,42,5.97,"developmental processes;signal transduction;other biological processes","plasma membrane;other membranes;cytosol;other cell component","signal transduction activity or receptor binding;other molecular function","14672","ENSMUSG00000034781","Gna11","G alpha (q) signalling events; PLC beta mediated events; Acetylcholine regulates insulin secretion; Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion; Thromboxane signalling through TP receptor; Thrombin signalling through proteinase activated receptors (PARs); G-protein activation; Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding; ADP signalling through P2Y purinoceptor 1","G Protein Signaling Pathways; Calcium Regulation in the Cardiac Cell"
"3757","Q99K67",-0.0261014604238632,-1.0182568082,18.3958153407803,0.135392402038339,0.89398903922166,0.930963076664869,0.336591876688764,-6.72604246339623,"Alpha-aminoadipic semialdehyde synthase, mitochondrial OS=Mus musculus OX=10090 GN=Aass PE=1 SV=1",0,16.873,3,2,5,2,926,102.9,6.87,"other metabolic processes","mitochondrion;other cell component","other molecular function","30956","ENSMUSG00000029695","Aass","Lysine catabolism",NA
"3758","Q9ES97",-0.0260484886171923,-1.01821942128799,27.7244711818362,0.20674116144048,0.838531059996762,0.890501457140188,0.321962883562132,-6.78946402519591,"Reticulon-3 OS=Mus musculus OX=10090 GN=Rtn3 PE=1 SV=2",0,333.129,44,28,330,27,964,103.8,4.92,"cell organization and biogenesis;transport;other biological processes","other membranes;ER/Golgi;other cell component",NA,"20168","ENSMUSG00000024758","Rtn3","Synaptic adhesion-like molecules",NA
"3759","P61255",-0.0259992334992063,-1.01818465880514,23.4011974866596,0.146226457221559,0.885366691165861,0.925770795936497,0.334714595453381,-6.80058290193032,"60S ribosomal protein L26 OS=Mus musculus OX=10090 GN=Rpl26 PE=1 SV=1",0,21.211,28,6,36,6,145,17.2,10.55,"cell cycle OR cell proliferation;protein metabolism;RNA metabolism OR transcription;other metabolic processes;stress response;signal transduction;other biological processes","cytosol;translational apparatus;nucleus;other cell component","nucleic acid binding activity;other molecular function","19941","ENSMUSG00000060938","Rpl26","L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)","Cytoplasmic Ribosomal Proteins; mRNA processing"
"3760","A0A0A6YX73",0.0256088829765204,1.01790920547759,24.6880030065337,-0.215583865869335,0.831734459824447,0.886388725302365,0.320475915751798,-6.78752138870347,"cAMP-dependent protein kinase type II-alpha regulatory subunit OS=Mus musculus OX=10090 GN=Prkar2a PE=1 SV=1",0,201.293,40,12,216,10,380,43.1,4.93,"other biological processes","plasma membrane;other membranes;other cell component","enzyme regulator activity;other molecular function",NA,"ENSMUSG00000032601","Prkar2a",NA,"Myometrial Relaxation and Contraction Pathways; Dysregulated miRNA Targeting in Insulin/PI3K-AKT Signaling; Calcium Regulation in the Cardiac Cell"
"3761","P62960",-0.0255790454429956,-1.0178881534984,19.9056661645108,0.169542923882443,0.867259186469054,0.911331198402359,0.329493925209339,-6.79674875878799,"Y-box-binding protein 1 OS=Mus musculus OX=10090 GN=Ybx1 PE=1 SV=3",0,42.352,21,4,25,4,322,35.7,9.88,"RNA metabolism OR transcription;other metabolic processes;transport;developmental processes;other biological processes","non-structural extracellular;other membranes;cytosol;nucleus;other cell component","nucleic acid binding activity;other molecular function","22608","ENSMUSG00000028639","Ybx1","mRNA Splicing - Major Pathway; mRNA Splicing - Minor Pathway; Noncanonical activation of NOTCH3","SIDS Susceptibility Pathways; mRNA processing; IL-2 Signaling Pathway"
"3762","Q6PIE5",-0.0253529287019667,-1.01772863016911,31.8099814768756,0.237757295516358,0.81475280709707,0.874292986549775,0.316102673129484,-6.78229441981258,"Sodium/potassium-transporting ATPase subunit alpha-2 OS=Mus musculus OX=10090 GN=Atp1a2 PE=1 SV=1",0,1304.959,51,54,1708,36,1020,112.1,5.55,"other metabolic processes;stress response;transport;developmental processes;other biological processes","plasma membrane;other membranes;other cytoplasmic organelle;other cell component","transporter activity;other molecular function","98660","ENSMUSG00000007097","Atp1a2","Ion homeostasis; Ion transport by P-type ATPases",NA
"3763","P13707",-0.0250443469661974,-1.01751096886579,25.686807041042,0.174359588945209,0.863527628945519,0.908721598310892,0.328550418195784,-6.79588636125842,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic OS=Mus musculus OX=10090 GN=Gpd1 PE=1 SV=3",0,129.975,41,13,105,11,349,37.5,7.17,"other metabolic processes;other biological processes","cytosol;other cell component","other molecular function","14555","ENSMUSG00000023019","Gpd1","Synthesis of PA","Triacylglyceride Synthesis"
"3764","Q811P8",-0.0248286260406942,-1.01735883553746,22.3240788761626,0.174737138703608,0.863235272684651,0.908656573090334,0.328526908175281,-6.79581774549452,"Rho GTPase-activating protein 32 OS=Mus musculus OX=10090 GN=Arhgap32 PE=1 SV=2",0,94.832,8,13,71,13,2089,229.6,6.86,"signal transduction;other biological processes","other membranes;cytoskeleton;ER/Golgi;nucleus;other cytoplasmic organelle;other cell component","enzyme regulator activity;other molecular function","330914","ENSMUSG00000041444","Arhgap32","RHOA GTPase cycle; RHOB GTPase cycle; CDC42 GTPase cycle; RAC1 GTPase cycle; RHOC GTPase cycle; RHOG GTPase cycle; RAC2 GTPase cycle; RAC3 GTPase cycle; RHOF GTPase cycle; RHOD GTPase cycle; RHOJ GTPase cycle; RHOQ GTPase cycle",NA
"3765","G5E829",-0.0247175920013163,-1.01728053963223,28.2902286735366,0.217692996477157,0.830115351707681,0.885141937521638,0.320025136715049,-6.7870460840956,"Plasma membrane calcium-transporting ATPase 1 OS=Mus musculus OX=10090 GN=Atp2b1 PE=1 SV=1",0,834.777,37,44,1010,16,1220,134.7,5.91,"stress response;transport;developmental processes;other biological processes","plasma membrane;other membranes;nucleus;other cell component","transporter activity;other molecular function","67972","ENSMUSG00000019943","Atp2b1","Ion homeostasis; Ion transport by P-type ATPases; Reduction of cytosolic Ca++ levels","Splicing factor NOVA regulated synaptic proteins; Calcium Regulation in the Cardiac Cell"
"3766","Q9D8E6",0.0243377520223476,1.01701274017003,23.5612209933871,-0.141555619516387,0.889002214971939,0.928084645905288,0.335551173318705,-6.80128306654604,"60S ribosomal protein L4 OS=Mus musculus OX=10090 GN=Rpl4 PE=1 SV=3",0,91.359,28,10,100,10,419,47.1,11,"cell organization and biogenesis;protein metabolism;other metabolic processes;developmental processes","cytosol;cytoskeleton;ER/Golgi;translational apparatus;nucleus;other cell component","nucleic acid binding activity;other molecular function","67891","ENSMUSG00000032399","Rpl4","L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)","Cytoplasmic Ribosomal Proteins; TNF-alpha NF-kB Signaling Pathway"
"3767","Q99KJ8",0.0242944154964029,1.01698219099934,26.2467436026076,-0.178506514317771,0.860317571886561,0.906796349506536,0.327854339989898,-6.79512459124175,"Dynactin subunit 2 OS=Mus musculus OX=10090 GN=Dctn2 PE=1 SV=3",0,277.739,67,20,209,20,402,44.1,5.26,"cell cycle OR cell proliferation;cell organization and biogenesis;transport;other biological processes","other membranes;cytosol;cytoskeleton;other cell component","cytoskeletal activity;other molecular function","69654","ENSMUSG00000025410","Dctn2","Anchoring of the basal body to the plasma membrane; Regulation of PLK1 Activity at G2/M Transition; Loss of Nlp from mitotic centrosomes; Recruitment of mitotic centrosome proteins and complexes; Recruitment of NuMA to mitotic centrosomes; AURKA Activation by TPX2; MHC class II antigen presentation; COPI-mediated anterograde transport; HSP90 chaperone cycle for steroid hormone receptors (SHR); COPI-independent Golgi-to-ER retrograde traffic",NA
"3768","Q8VHL1",0.0241967069815381,1.01691331680773,19.5014188780176,-0.132777808544929,0.895841175681106,0.932270946226364,0.337064739986141,-6.80253751354426,"Histone-lysine N-methyltransferase SETD7 OS=Mus musculus OX=10090 GN=Setd7 PE=1 SV=2",0,24.149,11,3,9,3,366,40.5,4.65,"cell organization and biogenesis;protein metabolism;other metabolic processes;stress response;other biological processes","nucleus;other cell component","other molecular function","73251","ENSMUSG00000037111","Setd7","PKMTs methylate histone lysines",NA
"3769","Q9CQU3",0.0240103290905864,1.01678195299765,20.5218680022615,-0.125271931736831,0.901695839473377,0.935399658690333,0.338195933291508,-6.803546639021,"Protein RER1 OS=Mus musculus OX=10090 GN=Rer1 PE=1 SV=1",0,36.847,25,3,20,3,196,23,9.51,"cell organization and biogenesis;transport;other biological processes","plasma membrane;other membranes;ER/Golgi;other cell component","signal transduction activity or receptor binding","67830","ENSMUSG00000029048","Rer1",NA,NA
